,position
5395,2.0
8232,2.0
4354,3.0
12433,1.0
6105,1.0
8431,2.0
18780,3.0
18355,0.0
6495,1.0
9778,3.0
14180,3.0
927,0.0
16502,1.0
18669,0.0
9363,1.0
6991,1.0
5461,3.0
2770,1.0
7396,3.0
13548,0.0
6584,0.0
7476,1.0
12950,1.0
1257,2.0
15164,1.0
6026,3.0
12636,3.0
10460,3.0
7180,2.0
18243,2.0
6086,1.0
8140,2.0
2874,1.0
11416,2.0
17337,3.0
2161,2.0
2395,1.0
8360,2.0
601,3.0
4485,3.0
3893,1.0
38,2.0
4038,2.0
10697,3.0
10674,3.0
13701,3.0
19110,3.0
14208,3.0
11090,2.0
7864,2.0
2490,2.0
18746,1.0
4185,3.0
18688,0.0
16115,0.0
16067,2.0
12748,2.0
15072,3.0
7101,2.0
16496,2.0
3625,3.0
3218,1.0
6917,2.0
10778,2.0
12022,3.0
8735,2.0
7077,2.0
2856,2.0
15702,1.0
18288,3.0
3941,2.0
13707,1.0
8855,3.0
8985,1.0
12301,3.0
11130,2.0
9321,2.0
3593,3.0
10004,3.0
9122,3.0
5662,1.0
1881,1.0
15855,1.0
245,1.0
10749,3.0
6458,1.0
11864,1.0
6646,3.0
3172,2.0
2015,1.0
14129,2.0
783,2.0
202,0.0
8619,2.0
5772,1.0
5387,2.0
8028,1.0
7857,2.0
7174,2.0
19084,2.0
9306,1.0
9081,0.0
14353,1.0
18588,1.0
3394,2.0
11344,2.0
8283,1.0
5751,1.0
15280,0.0
10972,2.0
10705,1.0
7848,3.0
12692,3.0
6971,1.0
11236,2.0
6741,2.0
3022,2.0
6171,3.0
17422,2.0
17649,3.0
13715,2.0
1623,3.0
9869,0.0
2817,2.0
15585,0.0
11421,3.0
11592,1.0
14147,2.0
15745,1.0
13276,3.0
14781,3.0
16354,3.0
4423,2.0
19036,0.0
18760,2.0
12654,0.0
13623,1.0
13547,3.0
463,1.0
15995,2.0
8782,2.0
10098,2.0
3213,0.0
14006,3.0
7419,0.0
18819,2.0
18522,1.0
9059,1.0
7024,2.0
4620,1.0
19105,2.0
12257,3.0
18,0.0
3892,3.0
11243,3.0
6332,1.0
7907,1.0
13871,0.0
6286,1.0
16938,0.0
13195,1.0
12610,2.0
17064,0.0
17810,3.0
13580,0.0
14463,0.0
2954,2.0
7945,3.0
8316,1.0
4746,2.0
9881,1.0
13619,2.0
19017,0.0
10712,1.0
8352,2.0
8306,3.0
4167,0.0
11969,1.0
8806,3.0
6662,2.0
7801,1.0
7482,0.0
3184,3.0
1228,3.0
13597,3.0
11763,1.0
18136,2.0
13370,2.0
5296,1.0
13770,1.0
16386,3.0
3495,2.0
7145,2.0
8864,2.0
16314,0.0
9110,2.0
2897,1.0
3183,2.0
9832,1.0
2231,2.0
17764,0.0
1111,0.0
12402,2.0
4865,2.0
3441,0.0
16467,0.0
11426,0.0
4853,0.0
3650,2.0
8364,0.0
6686,2.0
1510,1.0
10538,2.0
8010,2.0
2586,3.0
14611,0.0
15418,2.0
2091,3.0
9631,1.0
4680,3.0
8340,1.0
10302,2.0
6785,2.0
14966,2.0
16633,1.0
8423,1.0
11216,1.0
14694,1.0
11118,2.0
9737,2.0
4799,0.0
14526,1.0
4572,3.0
16079,3.0
11724,2.0
14858,2.0
11361,1.0
8558,3.0
18926,1.0
6421,3.0
3895,0.0
16256,3.0
16663,0.0
13180,3.0
9435,1.0
5728,3.0
2012,3.0
10638,1.0
8665,1.0
2469,0.0
2553,0.0
35,3.0
3322,3.0
3023,1.0
12742,2.0
14562,1.0
12536,2.0
14276,1.0
17756,1.0
16592,2.0
18650,2.0
17040,0.0
13783,1.0
16369,0.0
14365,2.0
9959,2.0
17694,3.0
6426,0.0
14043,2.0
1320,3.0
5791,2.0
14449,0.0
6814,1.0
14728,3.0
13915,2.0
16959,2.0
14424,3.0
509,2.0
12461,2.0
9393,3.0
4212,2.0
17844,1.0
17528,3.0
4276,1.0
13090,1.0
607,1.0
4601,0.0
7741,2.0
13440,2.0
577,2.0
10012,3.0
13317,1.0
13491,2.0
16791,2.0
9768,1.0
93,3.0
17794,3.0
15720,3.0
7201,3.0
13418,1.0
14912,2.0
13642,0.0
311,1.0
12938,2.0
10032,1.0
8685,1.0
18375,3.0
11098,0.0
5943,2.0
18102,2.0
9561,2.0
16154,1.0
10988,2.0
9694,3.0
14652,2.0
17932,3.0
6718,3.0
3908,1.0
18490,3.0
15498,3.0
12676,1.0
16571,1.0
3038,1.0
11569,3.0
15667,3.0
2488,2.0
8615,1.0
11384,3.0
5773,1.0
890,1.0
16138,2.0
17719,1.0
15650,0.0
18936,0.0
8912,1.0
4174,2.0
12444,2.0
3512,3.0
5177,3.0
1298,2.0
2376,1.0
19218,1.0
3478,2.0
1252,2.0
8556,0.0
14811,1.0
16373,1.0
8631,2.0
12256,1.0
15664,0.0
898,1.0
10047,0.0
1869,1.0
5704,3.0
9049,2.0
15081,1.0
16020,1.0
13626,1.0
18574,3.0
11468,2.0
3393,1.0
2557,2.0
5017,1.0
16225,2.0
9573,1.0
18867,0.0
11623,0.0
15645,2.0
16611,1.0
12203,2.0
2305,2.0
16249,1.0
12944,2.0
7702,1.0
5041,0.0
12521,2.0
9824,2.0
12639,2.0
10542,1.0
16077,1.0
6506,1.0
16702,2.0
5914,3.0
6747,3.0
6022,2.0
6208,2.0
16664,1.0
9298,2.0
8044,3.0
10856,1.0
15901,1.0
16555,2.0
17629,0.0
11239,3.0
14342,1.0
11024,2.0
10243,0.0
7515,2.0
10734,0.0
2096,2.0
8870,1.0
13778,3.0
54,0.0
17395,0.0
17913,3.0
8903,0.0
4801,1.0
17161,1.0
11425,3.0
2400,1.0
6511,3.0
16136,1.0
17884,2.0
1100,3.0
9257,1.0
1850,2.0
14579,3.0
6371,3.0
19226,2.0
17423,3.0
1673,3.0
15917,2.0
10973,1.0
2631,1.0
8748,2.0
5495,0.0
14990,2.0
9588,1.0
5337,3.0
1157,1.0
10654,2.0
16441,3.0
8104,1.0
1677,0.0
18157,2.0
18462,2.0
8954,1.0
1975,2.0
5638,3.0
2527,1.0
15545,1.0
9659,2.0
8694,2.0
8905,0.0
11058,0.0
16233,1.0
18029,2.0
14057,3.0
12475,1.0
10346,2.0
18469,1.0
2521,0.0
4506,1.0
3936,2.0
9597,1.0
10205,2.0
13539,2.0
1433,2.0
7883,3.0
7887,0.0
4928,3.0
12828,2.0
7884,3.0
14789,3.0
12735,3.0
960,1.0
13358,3.0
16132,2.0
16839,3.0
2830,1.0
17968,1.0
11979,2.0
9549,1.0
3082,2.0
16926,1.0
8536,3.0
3674,3.0
17448,3.0
9409,1.0
1693,2.0
5412,3.0
14392,3.0
1824,1.0
9037,0.0
4391,1.0
7163,1.0
10431,2.0
17291,2.0
15701,1.0
15372,1.0
3984,0.0
3165,1.0
11097,0.0
11437,1.0
3178,3.0
3698,1.0
17755,3.0
4313,2.0
15144,1.0
18004,0.0
3800,1.0
2365,2.0
5696,1.0
10289,2.0
218,3.0
12876,2.0
13641,2.0
637,1.0
5288,3.0
12271,2.0
5376,2.0
13083,1.0
10190,1.0
3285,2.0
2223,1.0
10646,1.0
14003,1.0
10120,1.0
10095,1.0
675,3.0
18883,1.0
4397,1.0
15268,0.0
13881,1.0
15420,1.0
2932,2.0
1106,2.0
4296,1.0
9200,3.0
5980,2.0
13735,2.0
16946,2.0
6210,3.0
12929,3.0
16474,1.0
14719,3.0
17068,2.0
252,3.0
12525,1.0
16646,0.0
12729,1.0
5846,2.0
14813,1.0
9264,2.0
3805,3.0
10051,1.0
14557,1.0
15708,2.0
12895,3.0
16735,2.0
10639,2.0
9356,1.0
4956,2.0
11546,1.0
12815,1.0
5379,3.0
6861,3.0
4972,1.0
506,2.0
567,1.0
1496,1.0
16041,0.0
6308,3.0
3460,0.0
14355,1.0
769,3.0
303,2.0
15452,3.0
886,2.0
10419,0.0
10364,2.0
777,2.0
8210,1.0
4632,2.0
410,2.0
18311,1.0
11008,3.0
8175,1.0
13306,2.0
1562,3.0
1520,1.0
7220,1.0
13427,0.0
16673,0.0
15587,1.0
1663,2.0
18191,1.0
13525,0.0
18309,1.0
17650,2.0
19065,0.0
12543,0.0
4767,0.0
2017,3.0
13618,1.0
13,2.0
2641,1.0
14656,3.0
15733,2.0
8572,2.0
9489,1.0
3549,1.0
15423,0.0
13124,0.0
11022,2.0
16818,1.0
13942,2.0
11578,2.0
1539,2.0
18272,3.0
14865,1.0
16012,3.0
18431,0.0
14122,2.0
5765,3.0
5126,2.0
3641,3.0
8164,1.0
5239,2.0
11973,1.0
624,3.0
7262,2.0
1697,1.0
15688,0.0
15593,1.0
6817,1.0
4796,1.0
13811,2.0
10166,2.0
12717,3.0
3021,3.0
3705,3.0
11842,3.0
13724,3.0
10164,2.0
2200,0.0
3663,2.0
12523,1.0
8135,3.0
2642,3.0
14747,3.0
2257,1.0
9058,0.0
12869,1.0
3434,2.0
16666,1.0
10563,1.0
15551,2.0
113,0.0
7806,1.0
15715,2.0
8817,1.0
2930,2.0
2165,3.0
16615,0.0
8319,1.0
18556,3.0
8078,3.0
1846,2.0
12092,2.0
18820,0.0
355,3.0
14479,1.0
17546,3.0
3277,2.0
16857,2.0
12047,2.0
18776,3.0
3983,0.0
2632,2.0
18155,0.0
7059,1.0
1544,1.0
8410,1.0
15742,2.0
12440,1.0
18869,2.0
1951,1.0
8719,1.0
12253,1.0
16122,2.0
12833,3.0
8931,1.0
11192,2.0
2311,2.0
18554,1.0
18427,3.0
6765,3.0
8767,3.0
14953,1.0
13971,3.0
907,1.0
10952,2.0
9027,3.0
10585,2.0
15456,2.0
645,3.0
11637,1.0
6244,1.0
1345,3.0
1296,2.0
6062,2.0
7756,2.0
14187,1.0
1744,2.0
10060,3.0
17301,3.0
16940,1.0
3766,1.0
14993,1.0
16038,1.0
2735,0.0
12780,2.0
3444,3.0
9185,0.0
6525,2.0
7267,2.0
3820,1.0
8520,3.0
3509,3.0
7114,1.0
2405,1.0
17657,2.0
6987,3.0
12955,1.0
1865,3.0
6502,2.0
17099,1.0
2033,1.0
8967,0.0
12071,1.0
7813,1.0
6858,1.0
15739,2.0
12190,2.0
16560,1.0
7975,2.0
2166,3.0
10266,0.0
7509,1.0
13328,3.0
13999,3.0
18046,1.0
10089,3.0
6689,2.0
6816,1.0
13511,1.0
17801,3.0
6197,1.0
9106,3.0
3154,1.0
5609,3.0
14425,3.0
3648,1.0
15603,3.0
5471,0.0
15172,0.0
9781,1.0
10116,1.0
16759,3.0
14946,2.0
18775,3.0
5561,1.0
18537,2.0
14846,3.0
6355,1.0
3546,1.0
10955,2.0
2192,1.0
3846,0.0
11548,2.0
17002,3.0
7225,2.0
1461,2.0
869,1.0
11415,2.0
820,3.0
14322,2.0
9595,3.0
15789,3.0
15636,2.0
13911,3.0
18267,1.0
5722,2.0
8016,3.0
15567,2.0
3622,1.0
1478,1.0
4687,2.0
1185,3.0
7323,0.0
10943,0.0
16083,1.0
13602,0.0
15187,3.0
2639,0.0
2786,2.0
15973,0.0
563,2.0
913,3.0
6587,2.0
13689,2.0
3220,0.0
16435,2.0
13955,1.0
5949,1.0
1174,1.0
15929,2.0
15935,1.0
5399,2.0
5015,2.0
18765,2.0
16974,1.0
18429,0.0
18376,2.0
15853,1.0
13810,2.0
11661,2.0
3639,1.0
2988,0.0
8638,3.0
7738,3.0
5448,1.0
14925,2.0
7384,2.0
12065,2.0
3603,1.0
10634,2.0
3790,3.0
1942,3.0
12670,1.0
9719,2.0
660,1.0
10317,2.0
2884,2.0
4957,1.0
1191,1.0
3511,1.0
16657,2.0
7055,1.0
10149,2.0
3256,1.0
12037,3.0
14790,3.0
9568,1.0
16547,3.0
9248,1.0
13361,3.0
8527,2.0
7805,2.0
16468,2.0
4896,1.0
5863,1.0
6796,2.0
15998,3.0
5396,1.0
7166,0.0
11579,1.0
5595,2.0
789,3.0
13961,2.0
17550,2.0
1291,3.0
10122,1.0
1437,2.0
7357,3.0
18234,1.0
12629,2.0
15139,3.0
6603,3.0
10412,1.0
18463,1.0
13327,1.0
1820,1.0
9157,3.0
7019,2.0
13476,1.0
13643,3.0
12916,1.0
1690,1.0
11330,1.0
11615,1.0
8066,1.0
1383,2.0
16655,1.0
18054,2.0
4457,3.0
16564,3.0
8641,2.0
2216,3.0
42,1.0
18028,2.0
384,1.0
6916,3.0
8668,0.0
12806,1.0
804,0.0
16109,0.0
10370,2.0
14962,3.0
16271,1.0
3406,1.0
5581,1.0
12343,1.0
863,3.0
7678,3.0
4133,1.0
11033,1.0
8830,2.0
17199,3.0
5475,1.0
16105,3.0
7651,3.0
11905,3.0
8944,2.0
16133,3.0
14067,3.0
6657,2.0
16164,3.0
2627,3.0
13351,2.0
9050,2.0
7568,2.0
14734,1.0
4430,2.0
10526,2.0
7535,0.0
14503,1.0
941,1.0
15669,2.0
14593,2.0
16290,3.0
8667,3.0
2501,1.0
12527,3.0
5433,1.0
10958,1.0
8825,2.0
16171,3.0
8467,1.0
1168,2.0
13812,2.0
761,2.0
8143,3.0
15494,2.0
16544,2.0
2835,2.0
5861,1.0
13214,3.0
13776,1.0
7332,3.0
17083,1.0
14419,1.0
3164,1.0
16021,0.0
18359,0.0
2281,1.0
11757,1.0
18039,2.0
19207,2.0
12668,0.0
14440,1.0
12016,1.0
18265,2.0
19183,0.0
4013,2.0
11158,2.0
18467,2.0
8795,2.0
14621,1.0
3597,3.0
18714,2.0
15628,3.0
10974,2.0
6907,0.0
18925,2.0
4134,3.0
2427,0.0
441,1.0
10148,1.0
14659,2.0
16477,2.0
13675,2.0
6125,1.0
6732,3.0
16093,3.0
2013,0.0
13879,1.0
5812,1.0
10286,2.0
11732,1.0
15556,3.0
13114,1.0
7521,1.0
6852,2.0
16813,0.0
17770,2.0
11862,1.0
4124,1.0
5264,2.0
6237,1.0
8082,1.0
2886,3.0
16214,2.0
13392,3.0
1648,1.0
10584,1.0
15982,3.0
4059,2.0
14200,1.0
12690,3.0
12607,2.0
8407,2.0
4045,1.0
6805,1.0
14808,1.0
9454,0.0
6181,2.0
11132,1.0
2736,1.0
17787,1.0
1411,2.0
18214,2.0
2008,1.0
14048,1.0
11299,0.0
11000,2.0
12848,3.0
283,3.0
7749,1.0
8146,3.0
4473,0.0
3623,1.0
14525,1.0
16845,1.0
13704,2.0
9751,2.0
18673,1.0
9274,2.0
14559,1.0
3986,1.0
10641,1.0
6064,3.0
1436,3.0
15142,1.0
3454,3.0
4250,1.0
6801,3.0
1590,0.0
14847,3.0
16297,2.0
9268,2.0
10341,2.0
14091,1.0
353,2.0
12442,1.0
11571,0.0
8331,3.0
3381,0.0
10146,2.0
17507,2.0
12615,1.0
12408,2.0
531,3.0
16364,0.0
16599,3.0
5913,0.0
7467,3.0
5862,1.0
6656,3.0
18781,2.0
1076,0.0
17350,0.0
14771,2.0
7165,2.0
1747,1.0
15549,2.0
11713,1.0
13608,2.0
5225,3.0
16454,1.0
15379,2.0
4465,3.0
18325,1.0
156,3.0
16134,0.0
9487,1.0
2597,2.0
8564,3.0
11633,2.0
3856,1.0
16956,2.0
9244,3.0
17613,2.0
14093,2.0
9009,1.0
7607,1.0
9668,2.0
15264,1.0
5427,2.0
7766,1.0
8348,2.0
14761,1.0
8294,1.0
15866,3.0
13320,1.0
13478,1.0
3302,3.0
4100,0.0
10464,1.0
2277,2.0
18341,2.0
8511,3.0
11507,0.0
19238,3.0
3537,1.0
498,1.0
12029,1.0
2812,1.0
11893,2.0
12961,2.0
12583,2.0
1558,2.0
7966,2.0
6078,1.0
18726,3.0
3921,0.0
18564,3.0
14461,3.0
3147,1.0
5398,2.0
13940,3.0
369,3.0
6199,1.0
11583,3.0
3862,1.0
10633,1.0
13596,1.0
7003,1.0
14268,3.0
11681,1.0
8023,1.0
11309,1.0
9615,0.0
8136,2.0
13437,1.0
13021,3.0
1572,1.0
6348,2.0
15831,3.0
1812,1.0
15299,2.0
19008,1.0
14556,1.0
4722,1.0
12889,2.0
5574,1.0
17425,3.0
3543,3.0
18458,1.0
18778,2.0
4339,2.0
3688,2.0
2771,2.0
6387,3.0
775,1.0
14642,3.0
9612,2.0
9490,2.0
3792,1.0
7655,3.0
2486,0.0
7445,2.0
16863,3.0
15359,3.0
6270,2.0
729,1.0
6437,3.0
12241,1.0
11527,2.0
4723,3.0
13709,2.0
9237,1.0
11360,1.0
5605,1.0
17847,1.0
15908,1.0
17910,3.0
12597,3.0
8792,2.0
2569,3.0
7157,2.0
8771,1.0
5519,0.0
12890,1.0
6257,2.0
12863,1.0
5389,1.0
1788,2.0
17174,3.0
6622,3.0
15467,1.0
6545,1.0
19081,3.0
8610,1.0
3449,1.0
10761,2.0
11950,3.0
6984,2.0
17906,1.0
10263,2.0
17513,2.0
7643,0.0
19107,2.0
6372,2.0
875,1.0
14110,2.0
12359,3.0
9716,3.0
15718,1.0
12886,1.0
9763,1.0
13025,1.0
5971,3.0
9569,3.0
17089,3.0
12500,2.0
9704,1.0
16890,2.0
11982,2.0
164,3.0
11906,0.0
12781,1.0
8707,1.0
13308,1.0
17003,2.0
2520,2.0
1186,2.0
3925,1.0
17136,2.0
12708,1.0
1839,3.0
4108,2.0
5170,2.0
16776,3.0
6714,1.0
9886,3.0
10044,3.0
6092,3.0
14763,1.0
747,3.0
12694,0.0
1899,3.0
2744,2.0
14558,1.0
6613,2.0
17175,2.0
7659,3.0
13774,3.0
617,2.0
5370,2.0
1065,3.0
3578,2.0
9806,0.0
15809,3.0
15988,2.0
10676,2.0
1397,2.0
19198,1.0
3560,1.0
15421,3.0
4944,2.0
11122,0.0
13582,0.0
16434,3.0
7879,1.0
18816,3.0
9013,1.0
6777,2.0
11528,1.0
10200,0.0
6189,2.0
16312,1.0
9946,2.0
13316,3.0
11517,2.0
16011,2.0
24,2.0
11781,1.0
11424,3.0
5326,3.0
7343,1.0
11501,3.0
8453,1.0
6997,2.0
11933,0.0
19180,2.0
6899,3.0
13008,3.0
15674,3.0
2108,1.0
8518,2.0
12381,2.0
8489,1.0
13287,2.0
10281,2.0
8280,2.0
11105,2.0
16782,1.0
1792,3.0
917,2.0
893,2.0
3275,3.0
2114,2.0
12502,1.0
17357,0.0
7031,1.0
18220,2.0
12019,3.0
1797,3.0
7913,2.0
4175,1.0
18890,3.0
872,3.0
16631,3.0
17606,3.0
1349,1.0
15931,1.0
9610,3.0
13039,3.0
5476,0.0
7229,2.0
4171,3.0
1519,2.0
17747,3.0
13164,1.0
6051,2.0
19024,2.0
6780,3.0
3814,1.0
2003,1.0
9545,3.0
499,3.0
4198,2.0
13795,2.0
10645,2.0
12562,1.0
2599,3.0
19234,2.0
6142,1.0
19042,0.0
16882,1.0
16716,3.0
6360,0.0
1290,3.0
14284,2.0
15186,0.0
16929,1.0
16527,2.0
6559,2.0
2077,1.0
17031,3.0
10001,1.0
17900,2.0
3484,1.0
7281,1.0
4110,2.0
14256,1.0
9313,1.0
10537,2.0
15540,2.0
11746,0.0
7692,2.0
1866,2.0
10928,2.0
18005,1.0
14480,1.0
7561,3.0
17517,2.0
12246,2.0
94,2.0
6811,0.0
5196,1.0
313,0.0
1339,2.0
11907,2.0
8083,2.0
16320,2.0
13815,2.0
12330,2.0
11826,2.0
17749,0.0
18319,3.0
10196,2.0
17881,1.0
8128,2.0
3093,2.0
12959,2.0
19085,2.0
8534,2.0
9508,1.0
4021,1.0
16678,1.0
15458,0.0
5731,2.0
8396,1.0
5051,1.0
9830,3.0
8086,1.0
1851,3.0
58,3.0
4848,3.0
12988,1.0
2468,1.0
6601,0.0
8462,1.0
16392,1.0
5725,3.0
3200,2.0
740,2.0
9130,1.0
18885,3.0
7297,2.0
17060,2.0
6562,1.0
2434,3.0
14179,3.0
6690,0.0
5277,1.0
2205,0.0
12458,3.0
15786,0.0
10042,0.0
7783,1.0
7785,1.0
16300,2.0
14410,1.0
5404,2.0
3655,3.0
9139,3.0
16302,1.0
2380,1.0
5289,0.0
13612,2.0
9148,0.0
13887,0.0
17466,0.0
8567,2.0
6225,2.0
3969,2.0
4091,3.0
7699,3.0
18241,2.0
208,1.0
6892,1.0
13906,2.0
11348,2.0
13899,3.0
1365,2.0
16035,3.0
9066,2.0
12417,3.0
7152,1.0
12117,2.0
15241,2.0
10198,1.0
16866,3.0
14071,0.0
12699,0.0
8290,1.0
11423,1.0
3100,1.0
10142,1.0
15184,0.0
7614,1.0
8442,0.0
5637,3.0
16885,0.0
7670,2.0
15527,2.0
15643,2.0
4724,1.0
9523,3.0
11926,1.0
8769,2.0
17321,3.0
15294,2.0
8106,2.0
9484,3.0
8629,3.0
17727,2.0
9963,3.0
8242,2.0
7539,1.0
10918,1.0
8765,2.0
8708,1.0
1838,2.0
5373,1.0
15245,2.0
9665,2.0
13482,2.0
11250,3.0
16740,3.0
8599,1.0
3457,2.0
11998,0.0
18321,0.0
3412,1.0
10158,2.0
15564,3.0
14600,3.0
9076,2.0
18297,3.0
11159,1.0
5470,0.0
8039,1.0
481,1.0
2417,3.0
6116,2.0
9229,3.0
11030,1.0
8030,1.0
6016,2.0
9272,2.0
12524,1.0
1862,0.0
16286,2.0
17153,0.0
17962,2.0
16057,1.0
7253,2.0
11052,3.0
3889,1.0
7840,1.0
2572,2.0
16518,1.0
4302,1.0
9327,3.0
15433,2.0
4427,3.0
11803,3.0
9842,1.0
13226,2.0
16602,1.0
10297,3.0
492,2.0
8204,1.0
18891,0.0
18295,3.0
11679,3.0
17316,2.0
18904,1.0
11496,2.0
13215,1.0
1625,1.0
14021,2.0
9834,1.0
18500,3.0
11829,3.0
10340,1.0
2591,2.0
12240,3.0
15484,2.0
18580,1.0
19043,2.0
14421,1.0
14829,3.0
1460,3.0
17209,3.0
2466,1.0
15904,3.0
6388,3.0
6079,0.0
1155,1.0
13284,1.0
16797,1.0
2232,3.0
3490,1.0
14032,2.0
19026,0.0
14288,3.0
11935,2.0
1823,1.0
12795,3.0
2107,3.0
15898,2.0
13193,1.0
5256,2.0
12041,2.0
14780,1.0
4495,1.0
5809,3.0
11743,3.0
14675,2.0
5712,1.0
16494,2.0
5347,1.0
1434,1.0
15303,2.0
932,1.0
15947,2.0
9427,3.0
14836,2.0
13742,3.0
3634,1.0
13182,3.0
3627,1.0
13207,2.0
17172,0.0
9063,3.0
2606,3.0
17753,1.0
6650,1.0
5297,3.0
14530,1.0
12307,1.0
8033,1.0
116,2.0
8486,1.0
10729,1.0
19020,0.0
19109,2.0
15167,1.0
1606,1.0
11804,3.0
8815,2.0
10938,1.0
6492,1.0
5105,1.0
11652,2.0
549,2.0
470,2.0
15339,3.0
6198,3.0
5146,1.0
4036,1.0
7377,2.0
19033,2.0
11016,2.0
2304,2.0
15760,3.0
7348,3.0
5613,1.0
1274,2.0
14399,2.0
3370,2.0
5339,1.0
10920,2.0
6766,3.0
6878,2.0
8517,2.0
7992,3.0
3563,0.0
11778,1.0
12519,0.0
17767,3.0
1667,0.0
10567,3.0
18905,2.0
18302,3.0
5969,2.0
4733,1.0
10931,1.0
17406,1.0
11150,1.0
16747,3.0
18991,2.0
8144,3.0
14845,2.0
8951,2.0
9731,1.0
13263,3.0
6058,2.0
17942,3.0
14922,2.0
3612,2.0
6781,1.0
8969,3.0
7731,0.0
12640,1.0
12722,2.0
11779,0.0
11845,1.0
2673,1.0
10086,2.0
4789,1.0
10723,2.0
14968,2.0
7414,2.0
6748,2.0
9874,2.0
12185,2.0
4909,0.0
3646,3.0
3266,2.0
18734,1.0
10544,3.0
10152,2.0
17381,2.0
15614,2.0
2268,2.0
3645,3.0
7011,0.0
1588,2.0
14664,3.0
5569,3.0
11212,2.0
6617,1.0
968,2.0
13683,1.0
12894,1.0
10989,3.0
13586,1.0
18882,3.0
2220,0.0
5269,2.0
18083,2.0
14047,1.0
17640,3.0
16894,3.0
12159,2.0
2896,1.0
16912,3.0
9389,2.0
14822,2.0
9294,1.0
14210,3.0
7060,2.0
13835,1.0
7119,2.0
15818,3.0
6227,1.0
6733,3.0
8076,1.0
10458,1.0
9033,2.0
17005,0.0
13134,3.0
14856,2.0
4331,1.0
15377,1.0
7661,3.0
16682,0.0
1314,3.0
496,2.0
13072,2.0
9714,3.0
6895,1.0
4832,1.0
1466,3.0
17141,2.0
6845,1.0
1201,2.0
13483,1.0
979,2.0
3112,0.0
12360,1.0
4717,0.0
13315,1.0
12392,1.0
2746,2.0
17444,3.0
17984,0.0
2906,1.0
11917,3.0
3129,3.0
1962,3.0
15607,1.0
13176,1.0
5900,3.0
2266,1.0
5361,1.0
9491,3.0
16333,2.0
12736,3.0
5011,3.0
10914,1.0
5748,3.0
15110,0.0
18369,3.0
12526,2.0
7751,0.0
5518,1.0
831,3.0
16541,2.0
14679,0.0
16920,2.0
12776,0.0
9693,3.0
61,2.0
16793,1.0
9661,2.0
4484,3.0
1877,1.0
8373,1.0
9216,3.0
9652,2.0
9845,1.0
11372,2.0
13233,3.0
8709,3.0
2083,3.0
15799,0.0
11084,1.0
14261,1.0
10018,2.0
13377,1.0
15555,1.0
13526,2.0
6036,2.0
2158,1.0
4641,2.0
7089,3.0
8194,2.0
13702,1.0
14351,2.0
5668,2.0
13359,3.0
1067,2.0
2891,3.0
5841,2.0
16685,1.0
8630,1.0
12856,1.0
3140,2.0
12794,1.0
18597,1.0
4827,3.0
2681,3.0
15440,2.0
7573,3.0
4613,2.0
3694,3.0
4341,1.0
16224,2.0
14928,1.0
11138,0.0
2289,1.0
7572,3.0
1139,2.0
14639,0.0
11095,1.0
9368,1.0
1230,1.0
5060,0.0
14470,1.0
4868,1.0
9107,0.0
7340,1.0
2940,1.0
15438,0.0
12857,1.0
1258,1.0
13385,1.0
2778,0.0
8193,3.0
9975,1.0
6840,3.0
16471,2.0
10829,2.0
666,0.0
3829,3.0
3253,0.0
14155,2.0
9697,1.0
17147,3.0
11456,2.0
15022,1.0
8311,2.0
16554,2.0
7279,1.0
8498,3.0
6327,3.0
6173,1.0
11485,1.0
9134,1.0
4702,2.0
9956,1.0
3048,1.0
491,3.0
9748,2.0
11106,0.0
36,3.0
6414,2.0
15957,1.0
14540,0.0
11526,0.0
8335,3.0
3950,2.0
16317,3.0
17299,3.0
6284,1.0
1783,2.0
3943,1.0
14500,1.0
790,2.0
6589,1.0
14267,2.0
9289,1.0
559,2.0
18167,3.0
551,3.0
229,2.0
9673,2.0
10230,1.0
4099,3.0
16576,0.0
18452,3.0
8677,2.0
9558,1.0
4054,3.0
12096,2.0
12194,3.0
9256,2.0
13367,3.0
7866,2.0
4694,2.0
7768,1.0
5656,1.0
1253,2.0
13688,1.0
591,0.0
8226,3.0
15526,1.0
4132,2.0
4192,2.0
6068,2.0
4893,1.0
15748,1.0
15788,2.0
17103,1.0
7730,0.0
12859,3.0
17330,1.0
11810,2.0
2570,2.0
12516,2.0
9386,2.0
10521,1.0
3926,1.0
7889,3.0
10750,2.0
6163,3.0
6435,3.0
16914,1.0
6454,1.0
7120,1.0
18751,3.0
6333,2.0
8591,1.0
11912,2.0
2167,3.0
14739,1.0
5491,2.0
10771,2.0
3436,1.0
11680,0.0
17135,0.0
2702,3.0
17007,3.0
11117,1.0
4818,1.0
13086,2.0
7536,1.0
17442,0.0
377,2.0
10383,2.0
702,1.0
5742,2.0
11076,3.0
17862,2.0
5931,2.0
17780,1.0
14103,2.0
2044,2.0
181,1.0
12553,2.0
7580,2.0
18332,3.0
17812,3.0
6383,3.0
6893,3.0
15482,3.0
17569,1.0
16094,2.0
19027,2.0
16482,2.0
121,2.0
5407,1.0
8984,2.0
5262,1.0
13869,0.0
10307,1.0
571,2.0
17791,3.0
4454,1.0
13813,2.0
13603,3.0
3176,2.0
17562,2.0
4616,3.0
7382,2.0
8914,2.0
1923,2.0
15285,2.0
7803,3.0
18939,3.0
8437,2.0
11466,3.0
2253,1.0
3832,2.0
13111,2.0
